datetime,demand
2025-10-04 16:00:00,403.9427154974101
2025-10-04 17:00:00,355.3334610826266
2025-10-04 18:00:00,321.8067923500932
2025-10-04 19:00:00,339.45244066312546
2025-10-04 20:00:00,403.41482439728304
2025-10-04 21:00:00,450.4999077539752
2025-10-04 22:00:00,476.164212554837
2025-10-04 23:00:00,640.2084764174917
2025-10-05 00:00:00,676.2500158967694
2025-10-05 01:00:00,726.9711844047017
2025-10-05 02:00:00,813.7461623613099
2025-10-05 03:00:00,957.4013982638925
2025-10-05 04:00:00,915.8578714224873
2025-10-05 05:00:00,1035.2862572865959
2025-10-05 06:00:00,989.0088966053512
2025-10-05 07:00:00,1065.783962305143
2025-10-05 08:00:00,988.2278371570504
2025-10-05 09:00:00,830.0808133408723
2025-10-05 10:00:00,893.3132419734785
2025-10-05 11:00:00,757.8971168890578
2025-10-05 12:00:00,620.7219320381213
2025-10-05 13:00:00,578.9798031225955
2025-10-05 14:00:00,567.0461943481358
2025-10-05 15:00:00,434.66461142685483
2025-10-05 16:00:00,380.1682838436816
2025-10-05 17:00:00,353.9059516761714
2025-10-05 18:00:00,373.65120722864395
2025-10-05 19:00:00,356.5918773617524
2025-10-05 20:00:00,386.04420041205435
2025-10-05 21:00:00,489.79277422306836
2025-10-05 22:00:00,535.1957700281911
2025-10-05 23:00:00,577.6017142456818
2025-10-06 00:00:00,708.7213017676493
2025-10-06 01:00:00,967.0508225201481
2025-10-06 02:00:00,972.6571412833534
2025-10-06 03:00:00,1111.7652870660525
2025-10-06 04:00:00,1154.34374102633
2025-10-06 05:00:00,1037.90905482777
2025-10-06 06:00:00,1387.777191591267
2025-10-06 07:00:00,1150.7865448662435
2025-10-06 08:00:00,1146.255801648609
2025-10-06 09:00:00,987.6762912082357
2025-10-06 10:00:00,1006.1341772141988
2025-10-06 11:00:00,929.0220953819563
2025-10-06 12:00:00,918.5818118116143
2025-10-06 13:00:00,613.5808882992166
2025-10-06 14:00:00,546.7196585521091
2025-10-06 15:00:00,538.8613948716353
2025-10-06 16:00:00,455.5120542899125
2025-10-06 17:00:00,422.7064009435476
2025-10-06 18:00:00,393.542975051486
2025-10-06 19:00:00,430.07454905851097
2025-10-06 20:00:00,500.5016771993829
2025-10-06 21:00:00,515.7840723352505
2025-10-06 22:00:00,622.8529892940314
2025-10-06 23:00:00,709.2086120407363
2025-10-07 00:00:00,869.013540927337
2025-10-07 01:00:00,890.0585607176938
2025-10-07 02:00:00,1025.2372211345903
2025-10-07 03:00:00,1068.8216882496915
2025-10-07 04:00:00,1184.270470303521
2025-10-07 05:00:00,1113.6674851377556
2025-10-07 06:00:00,1212.9930427063612
2025-10-07 07:00:00,1279.1176806827825
2025-10-07 08:00:00,1052.7044424168632
2025-10-07 09:00:00,1100.5271270907538
2025-10-07 10:00:00,977.9405408875479
2025-10-07 11:00:00,920.8003844111894
2025-10-07 12:00:00,820.9411476707511
2025-10-07 13:00:00,660.3649362832901
2025-10-07 14:00:00,606.507414017735
2025-10-07 15:00:00,481.8863667334297
2025-10-07 16:00:00,527.9151954425331
2025-10-07 17:00:00,413.4567000844412
2025-10-07 18:00:00,371.5161554687817
2025-10-07 19:00:00,395.2187434678052
2025-10-07 20:00:00,471.85997000038424
2025-10-07 21:00:00,520.5560533586859
2025-10-07 22:00:00,660.8983757603696
2025-10-07 23:00:00,698.6259439290061
2025-10-08 00:00:00,773.3255635173268
2025-10-08 01:00:00,895.6647346401276
2025-10-08 02:00:00,1000.0639890942507
2025-10-08 03:00:00,1115.0947571258448
2025-10-08 04:00:00,1105.7523882163064
2025-10-08 05:00:00,1250.8025053445053
2025-10-08 06:00:00,1240.6021979943512
2025-10-08 07:00:00,1217.3924111867927
2025-10-08 08:00:00,1120.6108675749913
2025-10-08 09:00:00,1133.3620362483173
2025-10-08 10:00:00,1017.8998598605046
2025-10-08 11:00:00,970.6270239643222
2025-10-08 12:00:00,767.3072875316615
2025-10-08 13:00:00,737.6750658712592
2025-10-08 14:00:00,640.3310522349248
2025-10-08 15:00:00,517.6955494436253
2025-10-08 16:00:00,418.9930909081755
2025-10-08 17:00:00,448.4314894019879
2025-10-08 18:00:00,425.2932159990496
2025-10-08 19:00:00,408.95799969853067
2025-10-08 20:00:00,388.9401380208574
2025-10-08 21:00:00,531.3933814338556
2025-10-08 22:00:00,604.8410756496266
2025-10-08 23:00:00,701.9987822071696
2025-10-09 00:00:00,759.1727931187711
2025-10-09 01:00:00,949.5789681023888
2025-10-09 02:00:00,1006.8131750514424
2025-10-09 03:00:00,1078.8759172460286
2025-10-09 04:00:00,1152.160535254927
2025-10-09 05:00:00,1105.2642080440799
2025-10-09 06:00:00,1247.8541497663323
2025-10-09 07:00:00,1256.8381442476295
2025-10-09 08:00:00,1254.571015210853
2025-10-09 09:00:00,1134.4848708214104
2025-10-09 10:00:00,939.6344836368521
2025-10-09 11:00:00,809.6240807827137
2025-10-09 12:00:00,773.4723443895664
2025-10-09 13:00:00,720.0823510447349
2025-10-09 14:00:00,650.5604031884453
2025-10-09 15:00:00,585.8165820956223
2025-10-09 16:00:00,405.2126639194181
2025-10-09 17:00:00,426.7936530859939
2025-10-09 18:00:00,417.9884546098736
2025-10-09 19:00:00,379.62437039257986
2025-10-09 20:00:00,437.0227064554698
2025-10-09 21:00:00,499.9443448342872
2025-10-09 22:00:00,635.4658031668034
2025-10-09 23:00:00,747.195066682309
2025-10-10 00:00:00,775.4725252338368
2025-10-10 01:00:00,927.9697156580123
2025-10-10 02:00:00,941.1346818116115
2025-10-10 03:00:00,1101.769833476791
2025-10-10 04:00:00,1086.7483062252352
2025-10-10 05:00:00,1127.6705451654102
2025-10-10 06:00:00,1152.3142928650268
2025-10-10 07:00:00,1132.9628848248717
2025-10-10 08:00:00,1115.5314374245438
2025-10-10 09:00:00,1064.096225613172
2025-10-10 10:00:00,925.4267670255158
2025-10-10 11:00:00,869.0614059302212
2025-10-10 12:00:00,804.1785264139648
2025-10-10 13:00:00,696.7327862328934
2025-10-10 14:00:00,632.1010382835769
2025-10-10 15:00:00,552.8789244722059
2025-10-10 16:00:00,432.4790373181384
2025-10-10 17:00:00,440.1461408597091
2025-10-10 18:00:00,385.61648223639577
2025-10-10 19:00:00,383.2456280640737
2025-10-10 20:00:00,438.1059600068168
2025-10-10 21:00:00,509.4321271246116
2025-10-10 22:00:00,683.0848837924996
2025-10-10 23:00:00,648.8767032011395
2025-10-11 00:00:00,627.3992089250586
2025-10-11 01:00:00,758.3020358985345
2025-10-11 02:00:00,954.0855904830416
2025-10-11 03:00:00,965.5294077984817
2025-10-11 04:00:00,927.457707399184
2025-10-11 05:00:00,1014.2399627792071
2025-10-11 06:00:00,1027.7092102673707
2025-10-11 07:00:00,1084.6201628485626
2025-10-11 08:00:00,948.0776038016874
2025-10-11 09:00:00,872.1939432482034
2025-10-11 10:00:00,880.8540590384994
2025-10-11 11:00:00,745.374619590523
2025-10-11 12:00:00,734.28978856758
2025-10-11 13:00:00,600.4492762176798
2025-10-11 14:00:00,522.8850587115832
2025-10-11 15:00:00,431.38018397875595
2025-10-11 16:00:00,385.0809932422251
2025-10-11 17:00:00,360.92523233110006
2025-10-11 18:00:00,294.23929643369934
2025-10-11 19:00:00,325.72692317578714
2025-10-11 20:00:00,367.18031962881787
2025-10-11 21:00:00,424.61151285173383
2025-10-11 22:00:00,609.2735040221559
2025-10-11 23:00:00,580.4112874907495
2025-10-12 00:00:00,733.0679652489362
2025-10-12 01:00:00,861.7019551757594
2025-10-12 02:00:00,864.2517914073702
2025-10-12 03:00:00,787.9650911215937
2025-10-12 04:00:00,929.8218260384479
2025-10-12 05:00:00,973.6986409813477
2025-10-12 06:00:00,910.2617568021906
2025-10-12 07:00:00,1088.904496891273
2025-10-12 08:00:00,939.4324904488924
2025-10-12 09:00:00,925.8640525250395
2025-10-12 10:00:00,817.5249231176751
2025-10-12 11:00:00,704.0750875807063
2025-10-12 12:00:00,706.4653036785722
2025-10-12 13:00:00,612.0777586590351
2025-10-12 14:00:00,507.7662365316084
2025-10-12 15:00:00,434.93182979708615
2025-10-12 16:00:00,383.6071419995765
2025-10-12 17:00:00,394.12751969869834
2025-10-12 18:00:00,336.7147285507493
2025-10-12 19:00:00,362.0118231116105
2025-10-12 20:00:00,396.8389672035248
2025-10-12 21:00:00,389.7126644956989
2025-10-12 22:00:00,517.9202154464764
2025-10-12 23:00:00,598.2747446305093
2025-10-13 00:00:00,761.7789819962537
2025-10-13 01:00:00,927.894049387093
2025-10-13 02:00:00,898.2868968527143
2025-10-13 03:00:00,1238.203588272149
2025-10-13 04:00:00,1211.486655310134
2025-10-13 05:00:00,1361.8431641152747
2025-10-13 06:00:00,1093.8384743081854
2025-10-13 07:00:00,1256.666914913308
2025-10-13 08:00:00,1091.8641376014023
2025-10-13 09:00:00,1083.7618851264156
2025-10-13 10:00:00,1017.0457750628522
2025-10-13 11:00:00,983.7218447270725
2025-10-13 12:00:00,761.8766515000028
2025-10-13 13:00:00,617.4320231431768
2025-10-13 14:00:00,549.9787808717304
2025-10-13 15:00:00,513.4189821810731
2025-10-13 16:00:00,464.2543230927819
2025-10-13 17:00:00,445.698323327357
2025-10-13 18:00:00,349.9963396232809
2025-10-13 19:00:00,424.618319497405
2025-10-13 20:00:00,462.18417756987594
2025-10-13 21:00:00,548.8759371735384
2025-10-13 22:00:00,577.6826348615417
2025-10-13 23:00:00,717.0892432591106
2025-10-14 00:00:00,734.727437052114
2025-10-14 01:00:00,916.2774988418643
2025-10-14 02:00:00,961.5454161901743
2025-10-14 03:00:00,1109.8901546707516
2025-10-14 04:00:00,1140.191513271556
2025-10-14 05:00:00,1108.065250735648
2025-10-14 06:00:00,1182.5237954687268
2025-10-14 07:00:00,1213.458203979762
2025-10-14 08:00:00,1109.0102687978501
2025-10-14 09:00:00,1051.9302088741836
2025-10-14 10:00:00,1025.8924150813775
2025-10-14 11:00:00,923.0094320906986
2025-10-14 12:00:00,810.0734941474725
2025-10-14 13:00:00,648.1146254537542
2025-10-14 14:00:00,572.3614656631842
2025-10-14 15:00:00,517.096216798728
2025-10-14 16:00:00,380.5973882155127
2025-10-14 17:00:00,417.9267972535853
2025-10-14 18:00:00,432.3954744350907
2025-10-14 19:00:00,431.65485527859283
2025-10-14 20:00:00,487.71537334512504
2025-10-14 21:00:00,541.250298052408
2025-10-14 22:00:00,620.1722431713521
2025-10-14 23:00:00,665.9875245331842
2025-10-15 00:00:00,769.4996753374246
2025-10-15 01:00:00,884.4340020561896
2025-10-15 02:00:00,982.7505331974744
2025-10-15 03:00:00,1114.4082070222419
2025-10-15 04:00:00,1169.010585485943
2025-10-15 05:00:00,1218.1705720459381
2025-10-15 06:00:00,1101.7615703672564
2025-10-15 07:00:00,1123.4754903450678
2025-10-15 08:00:00,1087.692392951772
2025-10-15 09:00:00,1032.761406525997
2025-10-15 10:00:00,981.8166659994827
2025-10-15 11:00:00,926.7983704430142
2025-10-15 12:00:00,763.2894374763401
2025-10-15 13:00:00,771.6389529738004
2025-10-15 14:00:00,602.7288517225393
2025-10-15 15:00:00,498.2142496152108
2025-10-15 16:00:00,442.36911923299
2025-10-15 17:00:00,405.46365800159634
2025-10-15 18:00:00,413.44998917577965
2025-10-15 19:00:00,420.2465920561701
2025-10-15 20:00:00,468.74491594717057
2025-10-15 21:00:00,508.80882474667783
2025-10-15 22:00:00,651.5801297420477
2025-10-15 23:00:00,691.3611340467767
2025-10-16 00:00:00,770.2894343740992
2025-10-16 01:00:00,865.9524981059275
2025-10-16 02:00:00,1081.2237493363077
2025-10-16 03:00:00,1003.3568733908497
2025-10-16 04:00:00,1137.8768990815438
2025-10-16 05:00:00,1129.9631992783243
2025-10-16 06:00:00,1125.5019860590635
2025-10-16 07:00:00,1240.8972665710985
2025-10-16 08:00:00,1049.5713980035225
2025-10-16 09:00:00,1081.0071360125696
2025-10-16 10:00:00,1005.6951198136685
2025-10-16 11:00:00,839.0876598239282
2025-10-16 12:00:00,854.6147653738492
2025-10-16 13:00:00,732.8707057236056
2025-10-16 14:00:00,653.3027600678348
2025-10-16 15:00:00,511.4951756810019
2025-10-16 16:00:00,445.4597848075023
2025-10-16 17:00:00,433.9753660873075
2025-10-16 18:00:00,415.8900870898749
2025-10-16 19:00:00,446.4511444862527
2025-10-16 20:00:00,461.5928081001771
2025-10-16 21:00:00,545.1122686174143
2025-10-16 22:00:00,620.9013523223415
2025-10-16 23:00:00,688.4195926609073
2025-10-17 00:00:00,776.9458829025236
2025-10-17 01:00:00,964.850168053977
2025-10-17 02:00:00,1063.6453608315558
2025-10-17 03:00:00,1020.9169034564441
2025-10-17 04:00:00,1185.5274933179583
2025-10-17 05:00:00,1224.4727889317453
2025-10-17 06:00:00,1189.7311065905885
2025-10-17 07:00:00,1154.3235687531683
2025-10-17 08:00:00,1233.0852119394317
2025-10-17 09:00:00,1110.760379135296
2025-10-17 10:00:00,1020.4773970262298
2025-10-17 11:00:00,847.2746692975281
2025-10-17 12:00:00,789.7313525459003
2025-10-17 13:00:00,624.13805169133
2025-10-17 14:00:00,560.5388095708173
2025-10-17 15:00:00,518.0035649064694
2025-10-17 16:00:00,466.22422399463085
2025-10-17 17:00:00,469.62990127529656
2025-10-17 18:00:00,386.07622857301004
2025-10-17 19:00:00,392.4791570759747
2025-10-17 20:00:00,490.4538914087075
2025-10-17 21:00:00,473.2572322834593
2025-10-17 22:00:00,592.7449209015342
2025-10-17 23:00:00,727.1330212518843
2025-10-18 00:00:00,634.3688830300915
2025-10-18 01:00:00,769.1324810354319
2025-10-18 02:00:00,959.8754612026241
2025-10-18 03:00:00,868.4957397696608
2025-10-18 04:00:00,982.0216576462311
2025-10-18 05:00:00,1028.9646739559057
2025-10-18 06:00:00,998.8569088954226
2025-10-18 07:00:00,1030.2665840524658
2025-10-18 08:00:00,989.3576818429402
2025-10-18 09:00:00,922.7008767754126
2025-10-18 10:00:00,805.0187047950916
2025-10-18 11:00:00,774.2864928789567
2025-10-18 12:00:00,710.6867707529766
2025-10-18 13:00:00,577.0305730675541
2025-10-18 14:00:00,532.1809448469056
2025-10-18 15:00:00,414.960725390938
2025-10-18 16:00:00,359.80091641907825
2025-10-18 17:00:00,375.33036319584005
2025-10-18 18:00:00,306.7774998087804
2025-10-18 19:00:00,334.6733514230843
2025-10-18 20:00:00,375.1985975767509
2025-10-18 21:00:00,452.32380572676794
2025-10-18 22:00:00,513.0782989413026
2025-10-18 23:00:00,578.2707584226665
2025-10-19 00:00:00,653.7204393454898
2025-10-19 01:00:00,792.0028128784744
2025-10-19 02:00:00,854.640315372312
2025-10-19 03:00:00,839.2274159240038
2025-10-19 04:00:00,972.5984908055862
2025-10-19 05:00:00,876.1108596120431
2025-10-19 06:00:00,1054.5539031313758
2025-10-19 07:00:00,1020.1383459170385
2025-10-19 08:00:00,1027.4610750207771
2025-10-19 09:00:00,933.1406969521405
2025-10-19 10:00:00,862.7884415090977
2025-10-19 11:00:00,768.631473560388
2025-10-19 12:00:00,701.2257535060993
2025-10-19 13:00:00,624.8213548171104
2025-10-19 14:00:00,586.425480203035
2025-10-19 15:00:00,386.2967398320539
2025-10-19 16:00:00,357.7833860393268
2025-10-19 17:00:00,334.6411032106331
2025-10-19 18:00:00,311.30452756926326
2025-10-19 19:00:00,350.5949132615686
2025-10-19 20:00:00,397.6949429955249
2025-10-19 21:00:00,476.442217212793
2025-10-19 22:00:00,460.8690390967579
2025-10-19 23:00:00,584.3283289678868
2025-10-20 00:00:00,901.3447227168452
2025-10-20 01:00:00,870.3624206762482
2025-10-20 02:00:00,1044.8907001884197
2025-10-20 03:00:00,1105.7341861451284
2025-10-20 04:00:00,1111.9384274264942
2025-10-20 05:00:00,1172.5760666473152
2025-10-20 06:00:00,1158.1099754253808
2025-10-20 07:00:00,1259.024479175371
2025-10-20 08:00:00,1105.296006277326
2025-10-20 09:00:00,1205.1240535070367
2025-10-20 10:00:00,1011.8700073355485
2025-10-20 11:00:00,923.199892754626
2025-10-20 12:00:00,850.8420481059712
2025-10-20 13:00:00,666.2937514396768
2025-10-20 14:00:00,593.5392006997872
2025-10-20 15:00:00,521.8950347182436
2025-10-20 16:00:00,442.37488745167536
2025-10-20 17:00:00,394.851738859324
2025-10-20 18:00:00,408.84329639453057
2025-10-20 19:00:00,371.03401599686106
2025-10-20 20:00:00,466.97997316871164
2025-10-20 21:00:00,499.2336509046176
2025-10-20 22:00:00,598.7094349095119
2025-10-20 23:00:00,791.6195818097584
2025-10-21 00:00:00,853.7267082724339
2025-10-21 01:00:00,933.3288396899926
2025-10-21 02:00:00,963.7884928505041
2025-10-21 03:00:00,1082.641855793325
2025-10-21 04:00:00,1083.4275741545994
2025-10-21 05:00:00,1091.8882040322164
2025-10-21 06:00:00,1248.4553093472089
2025-10-21 07:00:00,1140.4930715799323
2025-10-21 08:00:00,1129.0760258422533
2025-10-21 09:00:00,1022.2694127897943
2025-10-21 10:00:00,1010.1159393454792
2025-10-21 11:00:00,954.1247707991712
2025-10-21 12:00:00,858.233474208248
2025-10-21 13:00:00,691.1896930872567
2025-10-21 14:00:00,616.1890723332554
2025-10-21 15:00:00,538.6967501193576
2025-10-21 16:00:00,440.7328992282592
2025-10-21 17:00:00,427.8534503520135
2025-10-21 18:00:00,413.18483426920477
2025-10-21 19:00:00,417.62917368323997
2025-10-21 20:00:00,390.1743269745999
2025-10-21 21:00:00,467.61534935961936
2025-10-21 22:00:00,619.3669763486054
2025-10-21 23:00:00,721.0647653031492
2025-10-22 00:00:00,728.9553603774824
2025-10-22 01:00:00,905.1501334812124
2025-10-22 02:00:00,1009.7174208970686
2025-10-22 03:00:00,1077.3083195901436
2025-10-22 04:00:00,1274.9469424835104
2025-10-22 05:00:00,1249.6828559446008
2025-10-22 06:00:00,1168.0108429701697
2025-10-22 07:00:00,1197.5330291655664
2025-10-22 08:00:00,1176.4383759219659
2025-10-22 09:00:00,1019.9067449574738
2025-10-22 10:00:00,936.5576551141073
2025-10-22 11:00:00,881.0786798120138
2025-10-22 12:00:00,799.4983379252516
2025-10-22 13:00:00,672.5108956104269
2025-10-22 14:00:00,619.9355200556076
2025-10-22 15:00:00,515.3850983894122
2025-10-22 16:00:00,483.2400339290927
2025-10-22 17:00:00,464.7822991431166
2025-10-22 18:00:00,425.3690158467356
2025-10-22 19:00:00,423.25967506369096
2025-10-22 20:00:00,401.59107499197876
2025-10-22 21:00:00,519.5067309503902
2025-10-22 22:00:00,651.9181475355618
2025-10-22 23:00:00,800.7908484194985
2025-10-23 00:00:00,785.704081359269
2025-10-23 01:00:00,926.4062748246863
2025-10-23 02:00:00,965.6272721474623
2025-10-23 03:00:00,1128.7137048616348
2025-10-23 04:00:00,1095.121540583649
2025-10-23 05:00:00,1062.4342074237381
2025-10-23 06:00:00,1263.0936353338261
2025-10-23 07:00:00,1270.2217664386692
2025-10-23 08:00:00,1279.712464501697
2025-10-23 09:00:00,1070.4524069735367
2025-10-23 10:00:00,954.0806099207679
2025-10-23 11:00:00,855.0844243161855
2025-10-23 12:00:00,855.8161991262313
2025-10-23 13:00:00,637.6456645897944
2025-10-23 14:00:00,571.6845368976268
2025-10-23 15:00:00,483.83406086637365
2025-10-23 16:00:00,459.16091181186493
2025-10-23 17:00:00,435.32950039737193
2025-10-23 18:00:00,385.7070731481932
2025-10-23 19:00:00,440.6857948182603
2025-10-23 20:00:00,486.35492048071853
2025-10-23 21:00:00,529.4695101516354
2025-10-23 22:00:00,584.6821515913058
2025-10-23 23:00:00,617.5051318086634
2025-10-24 00:00:00,846.3151376244255
2025-10-24 01:00:00,935.1176369339452
2025-10-24 02:00:00,1008.8191779358383
2025-10-24 03:00:00,1024.3114296298713
2025-10-24 04:00:00,1119.621121501688
2025-10-24 05:00:00,1280.8855057860342
2025-10-24 06:00:00,1145.9473989874539
2025-10-24 07:00:00,1113.9534566392858
2025-10-24 08:00:00,1193.3300470665567
2025-10-24 09:00:00,1124.0014823263666
2025-10-24 10:00:00,942.194960883094
2025-10-24 11:00:00,887.0378363963449
2025-10-24 12:00:00,781.5324393737635
2025-10-24 13:00:00,727.4232260593591
2025-10-24 14:00:00,652.7214057344161
2025-10-24 15:00:00,550.9382252286186
2025-10-24 16:00:00,434.3114913556738
2025-10-24 17:00:00,393.5224075384116
2025-10-24 18:00:00,382.0777096144485
2025-10-24 19:00:00,431.4099979703208
2025-10-24 20:00:00,428.2746309871412
2025-10-24 21:00:00,540.3482182994234
2025-10-24 22:00:00,665.8348240165597
2025-10-24 23:00:00,725.4533427705261
2025-10-25 00:00:00,639.2281743269122
2025-10-25 01:00:00,714.1370016754464
2025-10-25 02:00:00,803.7160513808349
2025-10-25 03:00:00,928.6795089972458
2025-10-25 04:00:00,1049.2570614251363
2025-10-25 05:00:00,1033.980825487579
2025-10-25 06:00:00,1060.092849701293
2025-10-25 07:00:00,952.1731245685185
2025-10-25 08:00:00,924.3993331044614
2025-10-25 09:00:00,884.8589131071459
2025-10-25 10:00:00,836.924490545349
2025-10-25 11:00:00,836.1029783581172
2025-10-25 12:00:00,682.7177683161789
2025-10-25 13:00:00,581.2203262073169
2025-10-25 14:00:00,497.76369188967345
2025-10-25 15:00:00,469.21575922651664
2025-10-25 16:00:00,324.2411285276044
2025-10-25 17:00:00,320.09088433553285
2025-10-25 18:00:00,382.7537246777253
2025-10-25 19:00:00,348.4457938227859
2025-10-25 20:00:00,354.3991325099899
2025-10-25 21:00:00,463.4225968497859
2025-10-25 22:00:00,520.7794594875104
2025-10-25 23:00:00,507.71558155771976
2025-10-26 00:00:00,718.0052430120376
2025-10-26 01:00:00,801.3890680280283
2025-10-26 02:00:00,904.0359568396715
2025-10-26 03:00:00,949.7020707334483
2025-10-26 04:00:00,918.012786252162
2025-10-26 05:00:00,948.9477394307107
2025-10-26 06:00:00,1071.8112500533557
2025-10-26 07:00:00,1002.9499692463498
2025-10-26 08:00:00,926.851062239368
2025-10-26 09:00:00,927.5994052561167
2025-10-26 10:00:00,829.3598120366828
2025-10-26 11:00:00,801.8305501410882
2025-10-26 12:00:00,717.2358536767994
2025-10-26 13:00:00,571.9326017753715
2025-10-26 14:00:00,507.28735027171746
2025-10-26 15:00:00,443.0162798420856
2025-10-26 16:00:00,408.48938662127813
2025-10-26 17:00:00,336.78871909887346
2025-10-26 18:00:00,319.05804317197175
2025-10-26 19:00:00,353.71929869954124
2025-10-26 20:00:00,400.2897978212741
2025-10-26 21:00:00,399.1389176531961
2025-10-26 22:00:00,506.85334358599886
2025-10-26 23:00:00,591.7801388370204
2025-10-27 00:00:00,785.9009914422747
2025-10-27 01:00:00,883.5837930731379
2025-10-27 02:00:00,992.484839054543
2025-10-27 03:00:00,1124.7368632068549
2025-10-27 04:00:00,1085.8158858616443
2025-10-27 05:00:00,1136.6934761188095
2025-10-27 06:00:00,1139.1184228766228
2025-10-27 07:00:00,1136.9925340612408
2025-10-27 08:00:00,1197.019266252828
2025-10-27 09:00:00,997.574082545219
2025-10-27 10:00:00,992.0743712474251
2025-10-27 11:00:00,898.08379078495
2025-10-27 12:00:00,717.0036729429979
2025-10-27 13:00:00,676.2094709930046
2025-10-27 14:00:00,551.7043920661081
2025-10-27 15:00:00,537.5003049377204
2025-10-27 16:00:00,445.5552900224641
2025-10-27 17:00:00,443.4409741482153
2025-10-27 18:00:00,425.65476157005145
2025-10-27 19:00:00,398.3941135488392
2025-10-27 20:00:00,457.36256198510483
2025-10-27 21:00:00,504.44792313364263
2025-10-27 22:00:00,586.2826011114364
2025-10-27 23:00:00,772.4381238771591
2025-10-28 00:00:00,813.4562090563455
2025-10-28 01:00:00,969.4674067605902
2025-10-28 02:00:00,1052.5018201852408
2025-10-28 03:00:00,1073.13836055557
2025-10-28 04:00:00,1144.8400687593971
2025-10-28 05:00:00,1224.285999130629
2025-10-28 06:00:00,1210.8437515683954
2025-10-28 07:00:00,1256.995737400285
2025-10-28 08:00:00,1186.9300626259562
2025-10-28 09:00:00,1050.3347315726382
2025-10-28 10:00:00,1027.608296213707
2025-10-28 11:00:00,922.2985158397873
2025-10-28 12:00:00,782.8827892222176
